,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,jpg_url,predicted_breed
375,789530877013393408,2016-10-21 18:16:44 +0000,This is Rizzy. She smiles a lot. 12/10 contagious af,12,10,Rizzy,3858,12998,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,labrador retriever
377,789268448748703744,2016-10-21 00:53:56 +0000,This is Stella. She's happier than I will ever be. 10/10 would trade lives with,10,10,Stella,2959,10070,https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,bernese mountain dog
378,788908386943430656,2016-10-20 01:03:11 +0000,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af",11,10,Lucy,14177,30240,https://pbs.twimg.com/media/CYKQS0xUQAEOptC.jpg,pug
379,788765914992902144,2016-10-19 15:37:03 +0000,This is Butter. She can have whatever she wants forever. 12/10 would hug softly,12,10,Butter,11786,30330,https://pbs.twimg.com/media/CYKzfTTWMAEeTN7.jpg,pomeranian
380,788412144018661376,2016-10-18 16:11:17 +0000,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af,11,10,Dexter,6070,17243,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,boston bull
382,788150585577050112,2016-10-17 22:51:57 +0000,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats,13,10,Leo,1486,6800,https://pbs.twimg.com/media/CYN_-6iW8AQhPu2.jpg,white wolf
384,787810552592695296,2016-10-17 00:20:47 +0000,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent,11,10,Frank,3485,9594,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,chesapeake bay retriever
385,787397959788929025,2016-10-15 21:01:17 +0000,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug,11,10,Moose,3231,11965,https://pbs.twimg.com/media/CYTUhn7WkAEXocW.jpg,yorkshire terrier
386,787322443945877504,2016-10-15 16:01:13 +0000,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10,10,10,Lincoln,1993,8608,https://pbs.twimg.com/ext_tw_video_thumb/685943751555051520/pu/img/rlBvQWaFPUMx1MTi.jpg,papillon
387,786709082849828864,2016-10-13 23:23:56 +0000,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10",75,10,Logan,6937,20051,https://pbs.twimg.com/media/CYVIToGWQAAEZ_y.jpg,great dane
389,786595970293370880,2016-10-13 15:54:28 +0000,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho,11,10,Dale,3535,10374,https://pbs.twimg.com/media/CYZvRttWYAE_RXc.jpg,pug
390,786363235746385920,2016-10-13 00:29:39 +0000,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af,13,10,Rizzo,4000,12041,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,german shepherd
391,786286427768250368,2016-10-12 19:24:27 +0000,This is Arnie. He's afraid of his own bark. 12/10 would comfort,12,10,Arnie,3272,8813,https://pbs.twimg.com/media/CYaI5aaW8AE8Uyk.jpg,yorkshire terrier
392,786233965241827333,2016-10-12 15:55:59 +0000,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution,11,10,Mattie,5465,16946,https://pbs.twimg.com/media/CYdQktMWsAEI29_.jpg,labrador retriever
393,785927819176054784,2016-10-11 19:39:28 +0000,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop,12,10,Lucy,3587,12541,https://pbs.twimg.com/media/CYfCMdFWAAA44YA.jpg,tibetan mastiff
394,785533386513321988,2016-10-10 17:32:08 +0000,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af,11,10,Dallas,2297,10056,https://pbs.twimg.com/media/CYkON6CVAAAPXAc.jpg,labrador retriever
395,785264754247995392,2016-10-09 23:44:41 +0000,This is Doc. He requested to be carried around like that. 12/10 anything for Doc,12,10,Doc,1868,8025,https://pbs.twimg.com/media/CYka1NTWMAAOclP.jpg,borzoi
396,784826020293709826,2016-10-08 18:41:19 +0000,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft,13,10,Rusty,3664,11189,https://pbs.twimg.com/media/CYkrNIVWcAMswmP.jpg,pug
397,784431430411685888,2016-10-07 16:33:21 +0000,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10,12,10,Stormy,1459,6258,https://pbs.twimg.com/media/CYnXcLEUkAAIQOM.jpg,shih-tzu
398,784183165795655680,2016-10-07 00:06:50 +0000,This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch,12,10,Reginald,9209,22205,https://pbs.twimg.com/media/CYpZrtDWwAE8Kpw.jpg,boston bull
399,783839966405230592,2016-10-06 01:23:05 +0000,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10,13,10,Riley,12368,33235,https://pbs.twimg.com/media/CYpsFmIWAAAYh9C.jpg,english springer
400,783821107061198850,2016-10-06 00:08:09 +0000,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af,12,10,Mairi,2235,8118,https://pbs.twimg.com/media/CYp4vFrVAAEs9AX.jpg,rottweiler
401,783695101801398276,2016-10-05 15:47:27 +0000,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free,12,10,Loomis,3667,11511,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,pug
402,783466772167098368,2016-10-05 00:40:09 +0000,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet,11,10,Finn,2564,9352,https://pbs.twimg.com/media/CYs3TKzUAAAF9A2.jpg,miniature pinscher
404,783334639985389568,2016-10-04 15:55:06 +0000,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave,12,10,Dave,13344,32243,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,pomeranian
405,783085703974514689,2016-10-03 23:25:55 +0000,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats,11,10,Earl,2519,8978,https://pbs.twimg.com/media/CYx-tGaUoAAEXV8.jpg,eskimo dog
406,782969140009107456,2016-10-03 15:42:44 +0000,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable,12,10,Cali,8369,26614,https://pbs.twimg.com/media/CYyucekVAAESj8K.jpg,pug
407,782598640137187329,2016-10-02 15:10:30 +0000,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10,11,10,Timmy,2147,8591,https://pbs.twimg.com/media/CY2iwGNWUAI5zWi.jpg,golden retriever
408,782305867769217024,2016-10-01 19:47:08 +0000,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes,12,10,Sampson,6341,18384,https://pbs.twimg.com/media/CY4ciRFUMAAovos.jpg,pembroke
409,781955203444699136,2016-09-30 20:33:43 +0000,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately,11,10,Chipson,3836,12213,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,american staffordshire terrier
411,781655249211752448,2016-09-30 00:41:48 +0000,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10,11,10,Combo,1270,4409,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,cardigan
415,780858289093574656,2016-09-27 19:54:58 +0000,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first",10,10,Dash,2271,7924,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,cocker spaniel
416,780800785462489090,2016-09-27 16:06:28 +0000,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet,11,10,Koda,1472,6073,https://pbs.twimg.com/media/CZDMMY0WEAAQYjQ.jpg,american staffordshire terrier
419,780459368902959104,2016-09-26 17:29:48 +0000,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af",11,10,Bear,1207,5810,https://pbs.twimg.com/media/CZHM60BWIAA4AY4.jpg,eskimo dog
420,779834332596887552,2016-09-25 00:06:08 +0000,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af,11,10,Scout,8058,20996,https://pbs.twimg.com/media/CZIr5gFUsAAvnif.jpg,italian greyhound
422,779123168116150273,2016-09-23 01:00:13 +0000,This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie,12,10,Reggie,4145,13005,https://pbs.twimg.com/media/CZMJYCRVAAE35Wk.jpg,pomeranian
423,778990705243029504,2016-09-22 16:13:51 +0000,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af,11,10,Jay,8289,22041,https://pbs.twimg.com/media/CZNexghWAAAYnT-.jpg,standard poodle
425,778624900596654080,2016-09-21 16:00:17 +0000,This is Penny. She's a sailor pup. 11/10 would take to the open seas with,11,10,Penny,1144,5117,https://pbs.twimg.com/media/CZSnKw8WwAAAN7q.jpg,pug
427,778383385161035776,2016-09-21 00:00:35 +0000,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet,13,10,Nala,1251,6438,https://pbs.twimg.com/media/CZV-c9NVIAEWtiU.jpg,lhasa
428,778027034220126208,2016-09-20 00:24:34 +0000,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back,27,10,Sophie,1846,7222,https://pbs.twimg.com/media/CZX2SxaXEAEcnR6.jpg,kuvasz
429,777189768882946048,2016-09-17 16:57:35 +0000,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free,12,10,Jeffrey,4917,15732,https://pbs.twimg.com/media/CZdEq-AUMAAWayR.jpg,borzoi
431,776477788987613185,2016-09-15 17:48:25 +0000,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper,11,10,Huck,3187,9760,https://pbs.twimg.com/media/CZiBcJhWQAATXNK.jpg,bernese mountain dog
434,776113305656188928,2016-09-14 17:40:06 +0000,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper,11,10,Sampson,4946,12931,https://pbs.twimg.com/media/CZmdSD8UcAAnY5R.jpg,saint bernard
435,775842724423557120,2016-09-13 23:44:54 +0000,This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af,12,10,Blue,3046,12870,https://pbs.twimg.com/media/CZr8LvyXEAABJ9k.jpg,toy poodle
436,775733305207554048,2016-09-13 16:30:07 +0000,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well,11,10,Anakin,4548,15236,https://pbs.twimg.com/media/CZsKVxfWQAAXy2u.jpg,pug
438,775350846108426240,2016-09-12 15:10:21 +0000,This is Maximus. A little rain won't stop him. He will persevere. 12/10 innovative af ,12,10,Maximus,4452,11161,https://pbs.twimg.com/media/CZxc3G7WEAAM4Mv.jpg,siberian husky
439,775085132600442880,2016-09-11 21:34:30 +0000,This is Tucker. He would like a hug. 13/10 someone hug him,13,10,Tucker,5379,17068,https://pbs.twimg.com/media/CZxhL2yWAAI_DHn.jpg,pug
440,774757898236878852,2016-09-10 23:54:11 +0000,This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley,12,10,Finley,1996,9369,https://pbs.twimg.com/media/CZx_wV2UMAArgsJ.jpg,golden retriever
441,774639387460112384,2016-09-10 16:03:16 +0000,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him,10,10,Sprinkles,1975,7397,https://pbs.twimg.com/tweet_video_thumb/CZ0mhduWkAICSGe.png,samoyed
444,773922284943896577,2016-09-08 16:33:46 +0000,"This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular",12,10,Heinrich,1954,7012,https://pbs.twimg.com/media/CZ2uU37UcAANzmK.jpg,soft-coated wheaten terrier
445,773704687002451968,2016-09-08 02:09:06 +0000,This is Loki. He knows he's adorable. One ear always pupared. 12/10 would snug in depicted fashion forever,12,10,Loki,1848,7230,https://pbs.twimg.com/media/CZ2yNKhWEAA_7cb.jpg,mexican hairless
446,773670353721753600,2016-09-07 23:52:41 +0000,This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise,10,10,Shakespeare,1470,5869,https://pbs.twimg.com/media/CZ2-SRiWcAIjuM5.jpg,saint bernard
447,773308824254029826,2016-09-06 23:56:05 +0000,This is Bungalo. She uses that face to get what she wants. It works unbelievably well. 12/10 would never say no to,12,10,Bungalo,8491,25497,https://pbs.twimg.com/media/CZ6VatdWwAAwHly.jpg,shih-tzu
448,773247561583001600,2016-09-06 19:52:39 +0000,This is Chip. He's a pupholder. Comes with the car. Requires frequent pettings. Shifts for you. 10/10 innovative af,10,10,Chip,3632,10275,https://pbs.twimg.com/media/CZ7aplIUsAAq-8s.jpg,vizsla
449,773191612633579521,2016-09-06 16:10:20 +0000,This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment,12,10,Grey,4652,10954,https://pbs.twimg.com/media/CZ724fDUYAAytS-.jpg,golden retriever
452,772193107915964416,2016-09-03 22:02:38 +0000,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10,12,10,Willem,1571,6590,https://pbs.twimg.com/media/CaBEx3SWEAILZpi.jpg,pug
454,772114945936949249,2016-09-03 16:52:02 +0000,This is Finn. He's very nervous for the game. Has a lot of money riding on it.10/10 would attempt to comfort,10,10,Finn,536,2972,https://pbs.twimg.com/media/CaFg41YWkAAdOjy.jpg,groenendael
455,772102971039580160,2016-09-03 16:04:27 +0000,This is Penny. She's an OU cheerleader. About to do a triple back handspring down the stairs. 11/10 hype af,11,10,Penny,1048,4397,https://pbs.twimg.com/media/CaGW8JQUMAEVtLl.jpg,pembroke
456,771770456517009408,2016-09-02 18:03:10 +0000,This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom,11,10,Davey,3853,13187,https://pbs.twimg.com/media/CaJRMPQWIAA1zL9.jpg,shih-tzu
457,771500966810099713,2016-09-02 00:12:18 +0000,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back,12,10,Dakota,2961,9058,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,boxer
460,770787852854652928,2016-08-31 00:58:39 +0000,This is Winston. His tongue has gone rogue. Doing him quite a frighten. 10/10 hang in there Winston,10,10,Winston,1385,5433,https://pbs.twimg.com/media/CaVmajOWYAA1uNG.jpg,shih-tzu
461,770772759874076672,2016-08-30 23:58:40 +0000,This is Sebastian. He's super h*ckin fluffy. That's really all you need to know. 11/10 would snug intensely,11,10,Sebastian,1593,5691,https://pbs.twimg.com/media/CaV5mRDXEAAR8iG.jpg,papillon
464,770293558247038976,2016-08-29 16:14:30 +0000,This is Jackson. There's nothing abnormal about him. Just your average really good dog. 10/10,10,10,Jackson,1683,6831,https://pbs.twimg.com/media/Cadfl6zWcAEZqIW.jpg,old english sheepdog
466,769940425801170949,2016-08-28 16:51:16 +0000,This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob,12,10,Klein,10927,34500,https://pbs.twimg.com/media/CagJtjYW8AADoHu.jpg,pomeranian
467,769695466921623552,2016-08-28 00:37:54 +0000,This is Titan. He's trying to make friends. Offering up his favorite stick. 13/10 philanthropic af,13,10,Titan,1891,7017,https://pbs.twimg.com/media/Caohi_hWcAAQCni.jpg,borzoi
468,769212283578875904,2016-08-26 16:37:54 +0000,This is DonDon. He's way up but doesn't feel blessed. Rather uncomfortable actually. 12/10 I'll save you DonDon,12,10,Don,1933,5916,https://pbs.twimg.com/media/Cas5h-wWcAA3nAc.jpg,car mirror
469,768855141948723200,2016-08-25 16:58:45 +0000,This is Jesse. He really wants a belly rub. Will be as cute as possible to achieve that goal. 11/10,11,10,Jesse,1018,4600,https://pbs.twimg.com/media/CavWWdFWAAArflW.jpg,kuvasz
470,768609597686943744,2016-08-25 00:43:02 +0000,This is Lou. His sweater is too small and he already cut the tags off. Very very churlish. 10/10 would still pet,10,10,Lou,1364,4519,https://pbs.twimg.com/media/CaveNQcVIAECyBr.jpg,appenzeller
474,767884188863397888,2016-08-23 00:40:31 +0000,This is Tito. He's on the lookout. Nobody knows for what. 10/10,10,10,Tito,1596,5224,https://pbs.twimg.com/media/Ca0zxGjW8AEfyYl.jpg,toy poodle
475,767754930266464257,2016-08-22 16:06:54 +0000,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af,11,10,Philbert,6102,17569,https://pbs.twimg.com/media/Ca3i7CzXIAMLhg8.jpg,labrador retriever
476,767122157629476866,2016-08-20 22:12:29 +0000,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10,13,10,Rupert,3213,11091,https://pbs.twimg.com/media/Ca5cPrJXIAImHtD.jpg,shetland sheepdog
477,766693177336135680,2016-08-19 17:47:52 +0000,This is Brudge. He's a Doberdog. Going to be h*ckin massive one day. 11/10 would pat on head approvingly,11,10,Brudge,898,4434,https://pbs.twimg.com/media/Ca_ClYOW0AAsvpE.jpg,pembroke
478,766423258543644672,2016-08-18 23:55:18 +0000,This is Shadoe. Her tongue flies out of her mouth at random. Can't have a serious conversation with her. 9/10,9,10,Shadoe,1795,6592,https://pbs.twimg.com/media/Ca_HN8UWEAEB-ga.jpg,staffordshire bullterrier
479,766313316352462849,2016-08-18 16:38:26 +0000,This is Oscar. He has legendary eyebrows and he h*ckin knows it. Curly af too. 12/10 would hug passionately,12,10,Oscar,2128,7415,https://pbs.twimg.com/media/CbBuBhbWwAEGH29.jpg,chesapeake bay retriever
480,766069199026450432,2016-08-18 00:28:24 +0000,This is Juno. She can see your future. 12/10 h*ckin mesmerizing af,12,10,Juno,989,4695,https://pbs.twimg.com/media/CbC6JL_WEAI_PhH.jpg,italian greyhound
481,766008592277377025,2016-08-17 20:27:34 +0000,This is Angel. She stole the @ShopWeRateDogs shirt from her owner. Fits pretty well actually. 11/10 would forgive,11,10,Angel,563,4089,https://pbs.twimg.com/ext_tw_video_thumb/698341973569245184/pu/img/Sj3A2vSfbKWSv61T.jpg,boxer
482,765719909049503744,2016-08-17 01:20:27 +0000,This is Brat. He has a hard time being ferocious so his owner helps out. H*ckin scary af now. 12/10 would still pet,12,10,Brat,2431,7912,https://pbs.twimg.com/media/CbEOxQXW0AEIYBu.jpg,pug
483,765669560888528897,2016-08-16 22:00:23 +0000,This is Tove. She's a Balsamic Poinsetter. Surprisingly deadly. 12/10 snug with caution,12,10,Tove,1380,5676,https://pbs.twimg.com/media/CbG_QRJXEAALVWy.jpg,french bulldog
485,765371061932261376,2016-08-16 02:14:15 +0000,This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10,11,10,Louie,2432,7756,https://pbs.twimg.com/media/CbJLG0HWwAAV-ug.jpg,brittany spaniel
486,765222098633691136,2016-08-15 16:22:20 +0000,This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10,10,10,Gromit,3828,12726,https://pbs.twimg.com/media/CbJRrigW0AIcJ2N.jpg,samoyed
487,764857477905154048,2016-08-14 16:13:27 +0000,This is Aubie. He has paws for days. Nibbling tables is one of his priorities. Second only to being cuddly af. 12/10,12,10,Aubie,1992,7012,https://pbs.twimg.com/media/CbMFFssWIAAyuOd.jpg,german short-haired pointer
488,764259802650378240,2016-08-13 00:38:30 +0000,This is Kota and her son Benedict. She doesn't know why you're staring. They are a normal family. Both 10/10,10,10,Kota,1717,6629,https://pbs.twimg.com/media/CbMuxV5WEAAIBjy.jpg,italian greyhound
489,763837565564780549,2016-08-11 20:40:41 +0000,This is Alfie. He's touching a butt. Couldn't be happier. 11/10,11,10,Alfie,4730,13841,https://pbs.twimg.com/media/CbN6IW4UYAAyVDA.jpg,chihuahua
490,763183847194451968,2016-08-10 01:23:03 +0000,This is Clark. He collects teddy bears. It's absolutely h*ckin horrifying. 8/10 please stop this Clark,8,10,Clark,1673,5940,https://pbs.twimg.com/ext_tw_video_thumb/699072391083880449/pu/img/fMp1-dvLMeio1Kzk.jpg,shih-tzu
491,762699858130116608,2016-08-08 17:19:51 +0000,This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero,11,10,Leela,4109,13346,https://pbs.twimg.com/media/CbR-9edXIAEHJKi.jpg,labrador retriever
493,762464539388485633,2016-08-08 01:44:46 +0000,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well,12,10,Buddy,4756,11349,https://pbs.twimg.com/media/CbTRPXdW8AQMZf7.jpg,samoyed
494,762316489655476224,2016-08-07 15:56:28 +0000,This is Scout. He specializes in mid-air freeze frames. 11/10,11,10,Scout,1274,5283,https://pbs.twimg.com/media/CbTaHrRW0AABXmG.jpg,pug
496,761976711479193600,2016-08-06 17:26:19 +0000,This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af,12,10,Shelby,2278,5911,https://pbs.twimg.com/media/CbTvNpoW0AEemnx.jpg,pembroke
499,761599872357261312,2016-08-05 16:28:54 +0000,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl",11,10,Sephie,1318,4514,https://pbs.twimg.com/media/CbYmRHyWEAASNzm.jpg,border terrier
500,761334018830917632,2016-08-04 22:52:29 +0000,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup,10,10,Bruce,1633,5711,https://pbs.twimg.com/media/CbboKP4WIAAw8xq.jpg,chihuahua
502,761004547850530816,2016-08-04 01:03:17 +0000,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both,11,10,Bo,3893,12324,https://pbs.twimg.com/media/CbdpBmLUYAY9SgQ.jpg,golden retriever
503,760656994973933572,2016-08-03 02:02:14 +0000,This is Rose. Her face is stuck like that. 11/10 would pet so heckin well,11,10,Rose,2167,7237,https://pbs.twimg.com/media/Cbd-o8hWwAE4OFm.jpg,beagle
505,760290219849637889,2016-08-02 01:44:48 +0000,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni),13,10,Rocco,12912,29241,https://pbs.twimg.com/media/CbmOY41UAAQylmA.jpg,great pyrenees
508,759846353224826880,2016-07-31 20:21:02 +0000,This is Kirby. He's a Beneblip Cumberpat. Pretty heckin rare. 11/10 would put my face against his face,11,10,Kirby,2227,7340,https://pbs.twimg.com/media/CbxjnyOWAAAWLUH.jpg,border collie
510,759557299618865152,2016-07-31 01:12:26 +0000,This is Emma. She can't believe her last guess didn't hit. Convinced ur stacking them on top of each other. 10/10,10,10,Emma,1321,5135,https://pbs.twimg.com/media/Cb2cfd9WAAEL-zk.jpg,french bulldog
511,759447681597108224,2016-07-30 17:56:51 +0000,This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy,11,10,Oakley,2769,9299,https://pbs.twimg.com/media/Cb3WXMUUMAIuzL8.jpg,toy poodle
513,759197388317847553,2016-07-30 01:22:17 +0000,This is Luna. She's just heckin precious af I have nothing else to say. 12/10,12,10,Luna,2185,6626,https://pbs.twimg.com/media/Cb7HCMkWEAAV9zY.jpg,golden retriever
515,759047813560868866,2016-07-29 15:27:55 +0000,This is Spencer. He's part of the Queen's Guard. Takes his job very seriously. 11/10,11,10,Spencer,2263,7128,https://pbs.twimg.com/media/Cb_r8qTUsAASgdF.jpg,pomeranian
516,758854675097526272,2016-07-29 02:40:28 +0000,"This is Lilli Bee &amp; Honey Bear. Unfortunately, they were both born with no eyes. So heckin sad. Both 11/10",11,10,Lilli,1008,3870,https://pbs.twimg.com/media/CcAhPevW8AAoknv.jpg,kelpie
519,758405701903519748,2016-07-27 20:56:24 +0000,This is Odie. He falls asleep wherever he wants. Must be nice. 10/10,10,10,Odie,2166,5687,https://pbs.twimg.com/media/CcHWqQCW8AEb0ZH.jpg,pembroke
520,758355060040593408,2016-07-27 17:35:10 +0000,This is Corey. He's a Portobello Corgicool. Trying to convince you that he's not a hipster. 11/10 yea right Corey,11,10,Corey,1219,3747,https://pbs.twimg.com/media/CcKC-5LW4AAK-nb.jpg,wool
523,757725642876129280,2016-07-25 23:54:05 +0000,This is Beckham. He fell asleep at the wheel. Very churlish. Looks to have a backpup driver tho. That's good. 11/10,11,10,Beckham,1371,4961,https://pbs.twimg.com/media/CcO66OjXEAASXmH.jpg,pembroke
526,756998049151549440,2016-07-23 23:42:53 +0000,This is Oliver. He's an English Creamschnitzel. The rarest of schnitzels. 11/10 would pet quite firmly,11,10,Oliver,2234,6843,https://pbs.twimg.com/media/CcZn6RWWIAAmOZG.jpg,pembroke
527,756939218950160384,2016-07-23 19:49:07 +0000,This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with,12,10,Jax,2258,7251,https://pbs.twimg.com/media/CcbRIAgXIAQaKHQ.jpg,samoyed
528,756651752796094464,2016-07-23 00:46:50 +0000,This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well,11,10,Gert,1489,5539,https://pbs.twimg.com/media/Ccbi0UGWoAA4fwg.jpg,chihuahua
533,755110668769038337,2016-07-18 18:43:07 +0000,This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki),13,10,Watson,12422,23147,https://pbs.twimg.com/media/CckG63qUsAALbIr.jpg,collie
534,754856583969079297,2016-07-18 01:53:28 +0000,This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear,11,10,Winnie,2836,7503,https://pbs.twimg.com/media/CcmDUjFW8AAqAjc.jpg,chihuahua
535,754747087846248448,2016-07-17 18:38:22 +0000,This is Keith. He's pursuing a more 2D lifestyle. Idiosyncratic af. 12/10 follow your dreams Keith,12,10,Keith,585,2812,https://pbs.twimg.com/media/CcovaMUXIAApFDl.jpg,chihuahua
536,754482103782404096,2016-07-17 01:05:25 +0000,This is Milo. He's currently plotting his revenge. 10/10,10,10,Milo,2188,5791,https://pbs.twimg.com/media/Cco8OmOXIAE0aCu.jpg,great pyrenees
537,754449512966619136,2016-07-16 22:55:55 +0000,This is Dex. He can see into your past and future. Mesmerizing af 11/10,11,10,Dex,826,4100,https://pbs.twimg.com/media/CcpaoR9WAAAKlJJ.jpg,golden retriever
541,753398408988139520,2016-07-14 01:19:12 +0000,This is Scout. Her batteries are low. 12/10 precious af,12,10,Scout,2150,6315,https://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,staffordshire bullterrier
542,753375668877008896,2016-07-13 23:48:51 +0000,This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn,8,10,Hank,2613,8299,https://pbs.twimg.com/media/CczOp_OWoAAo5zR.jpg,samoyed
543,753294487569522689,2016-07-13 18:26:16 +0000,This is Ace. He's a window washer. One of the best around. 11/10 helpful af,11,10,Ace,1168,3711,https://pbs.twimg.com/media/Cc0_2tXXEAA2iTY.jpg,border terrier
546,752932432744185856,2016-07-12 18:27:35 +0000,This is Carl. He's very powerful. 12/10 don't mess with Carl,12,10,Carl,7642,13777,https://pbs.twimg.com/media/Cc4NCQiXEAEx2eJ.jpg,golden retriever
547,752917284578922496,2016-07-12 17:27:23 +0000,This is Grizzie. She's a semi-submerged Bahraini Buttersplotch. Appears alert af. Snazzy tongue. 11/10 would def pet,11,10,Grizzie,1756,7484,https://pbs.twimg.com/media/Cc4gjxqW4AIoThO.jpg,chow
551,752173152931807232,2016-07-10 16:10:29 +0000,This is Brody. He's a lifeguard. Always prepared for rescue. 12/10 would fake drown just to get saved by him,12,10,Brody,2075,6486,https://pbs.twimg.com/media/Cc_64zVWEAAeXs7.jpg,samoyed
